Name,From,To,Pos,Height,Weight,Birth Date,Colleges,Retired
Boniface N'Dong,2006,2006,C,7-0,198,"March 9, 1977",,1
Bob Naber,1953,1953,F,6-3,185,"September 3, 1929",Louisville,1
Boris Nachamkin,1955,1955,F,6-6,210,"December 6, 1933",NYU,1
Boštjan Nachbar,2003,2008,F,6-9,221,"July 3, 1980",,1
Abdel Nader,2018,2022,F,6-5,225,"September 25, 1993","Northern Illinois, Iowa State",1
Jerry Nagel,1950,1950,G,6-0,190,"May 18, 1928",Loyola Chicago,1
Fritz Nagy,1949,1949,G-F,6-2,185,"January 3, 1924",University of Akron,1
Lee Nailon,2001,2006,F,6-9,238,"February 22, 1975","Butler County Community College, TCU",1
Eduardo Nájera,2001,2012,F,6-8,240,"July 11, 1976",Oklahoma,1
Larry Nance,1982,1994,F-C,6-10,205,"February 12, 1959",Clemson,1
Larry Nance Jr.,2016,2025,F-C,6-8,245,"January 1, 1993",Wyoming,0
Pete Nance,2024,2024,F,6-11,230,"February 19, 2000","Northwestern, UNC",0
Shabazz Napier,2015,2020,G,6-0,175,"July 14, 1991",UConn,0
Paul Napolitano,1949,1949,F-G,6-2,185,"February 3, 1923",San Francisco,1
Bob Nash,1973,1979,F,6-8,195,"August 24, 1950","San Jacinto College, Hawaii",1
Cotton Nash,1965,1968,F,6-5,215,"July 24, 1942",Kentucky,1
Steve Nash,1997,2014,G,6-3,195,"February 7, 1974",Santa Clara,1
Swen Nater,1974,1984,C,6-11,240,"January 14, 1950","Cypress College, UCLA",1
Howard Nathan,1996,1996,G,5-11,175,"January 21, 1972","DePaul, Louisiana-Monroe",1
Calvin Natt,1980,1990,F,6-6,220,"January 8, 1957",Louisiana-Monroe,1
Kenny Natt,1981,1985,G,6-3,185,"October 5, 1958",Louisiana-Monroe,1
Willie Naulls,1957,1966,F-C,6-6,225,"October 7, 1934",UCLA,1
Juan Carlos Navarro,2008,2008,G,6-3,170,"June 13, 1980",,1
Maurice Ndour,2017,2017,F,6-9,200,"June 18, 1992",Ohio University,1
Craig Neal,1989,1991,G,6-5,165,"February 16, 1964",Georgia Tech,1
Gary Neal,2011,2017,G,6-4,210,"October 3, 1984","La Salle, Towson University",1
Jim Neal,1954,1955,C,6-11,235,"May 21, 1930",Wofford College,1
Lloyd Neal,1973,1979,C-F,6-7,225,"December 10, 1950",Tennessee State,1
Ed Nealy,1983,1993,F,6-7,238,"February 19, 1960",Kansas State,1
Nemanja Nedović,2014,2014,G,6-3,192,"June 16, 1991",,1
Al Negratti,1947,1947,F-C,6-3,200,"June 12, 1921",Seton Hall,1
Barry Nelson,1972,1972,C,6-10,230,"September 19, 1949",Duquesne,1
DeMarcus Nelson,2009,2009,G,6-4,200,"November 2, 1985",Duke,1
Don Nelson,1963,1976,F,6-6,210,"May 15, 1940",Iowa,1
Jameer Nelson,2005,2018,G,6-0,190,"February 9, 1982",Saint Joseph's,1
Louie Nelson,1974,1978,G,6-3,190,"May 28, 1951",Washington,1
Ron Nelson,1971,1971,G,6-2,175,"October 7, 1946",New Mexico,1
Andrew Nembhard,2023,2025,G,6-5,193,"January 16, 2000","Florida, Gonzaga",0
RJ Nembhard Jr.,2022,2022,G,6-5,200,"March 22, 1999",TCU,0
Ruben Nembhard,1997,1997,G,6-3,208,"February 20, 1972",Weber State,1
Dick Nemelka,1971,1971,G,6-0,175,"October 1, 1943",BYU,1
Tyrone Nesby,1999,2002,F,6-6,225,"January 31, 1976","Vincennes University, UNLV",1
Aaron Nesmith,2021,2025,G-F,6-5,215,"October 16, 1999",Vanderbilt,0
Martin Nessley,1988,1988,C,7-2,260,"February 16, 1965",Duke,1
Rasho Nesterović,1999,2010,C,7-0,248,"May 30, 1976",,1
Raul Neto,2016,2023,G,6-1,180,"May 19, 1992",,0
Bob Netolicky,1968,1976,F-C,6-9,220,"August 2, 1942",Drake University,1
Johnny Neumann,1972,1978,G-F,6-6,200,"September 11, 1951",Ole Miss,1
Paul Neumann,1962,1967,G,6-1,175,"January 30, 1938",Stanford,1
Chuck Nevitt,1983,1994,C,7-5,217,"June 13, 1959",NC State,1
Melvin Newbern,1993,1993,G,6-4,200,"June 11, 1967",Minnesota,1
Ivano Newbill,1995,1998,F,6-9,245,"December 12, 1970",Georgia Tech,1
Ira Newble,2001,2008,F,6-7,220,"January 20, 1975",Miami University,1
Mike Newlin,1972,1982,G-F,6-4,200,"January 2, 1949",Utah,1
Johnny Newman,1987,2002,F-G,6-7,190,"November 28, 1963",Richmond,1
Malik Newman,2020,2022,G,6-3,190,"February 21, 1997","Mississippi State, Kansas",1
Dave Newmark,1969,1971,C,7-0,240,"September 11, 1946",Columbia University,1
Bill Newton,1973,1974,C,6-9,220,"December 22, 1950",LSU,1
Tristen Newton,2025,2025,G,6-5,190,"April 26, 2001","East Carolina University, UConn",0
Georges Niang,2017,2025,F,6-7,230,"June 17, 1993",Iowa State,0
Demetris Nichols,2008,2009,F,6-8,216,"September 4, 1984",Syracuse,1
Jack Nichols,1949,1958,C-F,6-7,222,"April 9, 1926",Washington,1
Andrew Nicholson,2013,2017,F,6-9,250,"December 8, 1989",St. Bonaventure,1
Gaylon Nickerson,1997,1997,G,6-3,190,"February 5, 1969","Wichita State, Butler County Community College, Kansas State, Northwestern Oklahoma State University",1
Carl Nicks,1981,1983,G,6-1,175,"October 6, 1958",Indiana State University,1
Rich Niemann,1969,1972,C,7-0,245,"July 2, 1946",Saint Louis,1
Richie Niemiera,1949,1950,G-F,6-1,165,"May 26, 1921",Notre Dame,1
Mike Niles,1981,1981,F,6-6,225,"March 31, 1955",Cal State Fullerton,1
Kurt Nimphius,1982,1990,C-F,6-10,218,"March 13, 1958",Arizona State,1
Daishen Nix,2022,2025,G,6-5,224,"February 13, 2002",,0
Dyron Nix,1990,1990,F,6-7,210,"February 11, 1967",Tennessee,1
Norm Nixon,1978,1989,G,6-2,170,"October 11, 1955",Duquesne,1
Zeke Nnaji,2021,2025,F,6-9,240,"January 9, 2001",Arizona,0
Joakim Noah,2008,2020,C,6-11,230,"February 25, 1985",Florida,1
Chuck Noble,1956,1962,G,6-4,190,"July 24, 1931",Louisville,1
Andrés Nocioni,2005,2012,F,6-7,225,"November 30, 1979",,1
David Noel,2007,2007,F,6-6,230,"February 27, 1984",UNC,1
Nerlens Noel,2015,2023,C-F,6-10,220,"April 10, 1994",Kentucky,0
Paul Noel,1948,1952,F,6-4,185,"August 17, 1924",Kentucky,1
Lucas Nogueira,2015,2018,C,7-0,241,"July 26, 1992",,1
Jim Nolan,1950,1950,C,6-8,210,"June 9, 1927",Georgia Tech,1
Paul Nolen,1954,1954,C,6-10,,"September 3, 1929",Texas Tech,1
Jeff Nordgaard,1998,1998,F,6-7,225,"February 23, 1973",Green Bay,1
Bevo Nordmann,1962,1965,C,6-10,225,"December 11, 1939",Saint Louis,1
Johnny Norlander,1947,1951,F,6-3,180,"March 5, 1921",Hamline University,1
Connie Norman,1975,1979,G,6-3,175,"September 24, 1953",Arizona,1
Ken Norman,1988,1997,F,6-8,215,"September 5, 1964",Illinois,1
Audie Norris,1983,1985,C,6-9,230,"December 18, 1960",Jackson State University,1
Moochie Norris,1997,2006,G,6-1,175,"July 27, 1973","Auburn, University of West Florida",1
Sylvester Norris,1980,1980,C,6-11,220,"February 18, 1957",Jackson State University,1
Zach Norvell,2020,2020,G,6-5,206,"December 9, 1997",Gonzaga,1
Willie Norwood,1972,1978,F,6-7,220,"August 8, 1947",Alcorn State,1
George Nostrand,1947,1950,C-F,6-8,195,"January 25, 1924",Wyoming,1
Stan Noszka,1947,1949,G,6-1,185,"September 9, 1920",Duquesne,1
Mike Novak,1949,1954,C-F,6-9,219,"April 23, 1915",Loyola Chicago,1
Steve Novak,2007,2017,F,6-10,225,"June 13, 1983",Marquette,1
Jaylen Nowell,2020,2025,G,6-4,201,"July 9, 1999",Washington,0
Markquis Nowell,2024,2024,G,5-8,160,"December 25, 1999","Little Rock, Kansas State",0
Mel Nowell,1963,1968,G,6-2,170,"December 27, 1939",Ohio State,1
Dirk Nowitzki,1999,2019,F-C,7-0,245,"June 19, 1978",,1
Frank Ntilikina,2018,2024,G,6-4,200,"July 28, 1998",,0
Kendrick Nunn,2020,2023,G,6-2,190,"August 3, 1995","Illinois, Oakland",0
James Nunnally,2014,2021,F,6-7,208,"July 14, 1990",UC Santa Barbara,1
Jusuf Nurkić,2015,2025,C,7-0,290,"August 23, 1994",,0
Dennis Nutt,1987,1987,G,6-2,170,"March 25, 1963",TCU,1
David Nwaba,2017,2022,G,6-5,219,"January 14, 1993",Cal Poly,0
Jordan Nwora,2021,2024,F,6-8,225,"September 9, 1998",Louisville,0
Julius Nwosu,1995,1995,C,6-10,255,"May 1, 1971",Liberty,1
Charles O'Bannon,1998,1999,G-F,6-5,209,"February 22, 1975",UCLA,1
Ed O'Bannon,1996,1997,F,6-8,222,"August 14, 1972",UCLA,1
John O'Boyle,1953,1953,G,6-2,185,"March 7, 1928",Colorado State,1
Bob O'Brien,1948,1949,F,6-4,190,"January 26, 1927",Pepperdine,1
J.J. O'Brien,2016,2016,F,6-7,228,"April 8, 1992",San Diego State,1
Jim O'Brien,1974,1975,F,6-7,200,"November 7, 1951",Maryland,1
Jimmy O'Brien,1972,1975,G,6-1,170,"April 9, 1950",Boston College,1
Ralph O'Brien,1952,1953,G,5-9,160,"April 8, 1928",Butler,1
Johnny O'Bryant,2015,2018,F-C,6-9,257,"June 1, 1993",LSU,1
Patrick O'Bryant,2007,2010,C,7-0,260,"June 20, 1986",Bradley,1
Dermie O'Connell,1949,1950,G,6-0,174,"April 13, 1928",Holy Cross,1
Andy O'Donnell,1950,1950,G,6-1,180,"March 10, 1925",Loyola (MD),1
Buddy O'Grady,1947,1949,G,5-11,160,"January 19, 1920",Georgetown,1
Fran O'Hanlon,1971,1971,G,6-1,175,"August 24, 1948",Villanova,1
Dick O'Keefe,1948,1951,G-F,6-2,185,"September 29, 1923",Santa Clara,1
Tommy O'Keefe,1951,1951,G,6-2,185,"June 3, 1928",Georgetown,1
Mike O'Koren,1981,1988,F-G,6-7,207,"February 7, 1958",UNC,1
Grady O'Malley,1970,1970,F,6-5,205,"April 25, 1948",Manhattan College,1
Jermaine O'Neal,1997,2014,C-F,6-11,226,"October 13, 1978",,1
Shaquille O'Neal,1993,2011,C,7-1,325,"March 6, 1972",LSU,1
Royce O'Neale,2018,2025,F,6-4,226,"June 5, 1993","Denver, Baylor",0
Mike O'Neill,1953,1953,F,6-3,210,"August 11, 1928",California,1
Kyle O'Quinn,2013,2020,F-C,6-9,250,"March 26, 1990",Norfolk State,1
Kevin O'Shea,1951,1953,G,6-2,175,"July 10, 1925",Notre Dame,1
Garland O'Shields,1947,1947,G-F,6-1,195,"May 23, 1921",Tennessee,1
Dan O'Sullivan,1991,1996,C,6-10,250,"March 3, 1968",Fordham,1
Charles Oakley,1986,2004,F-C,6-9,225,"December 18, 1963",Virginia Union University,1
Fabricio Oberto,2006,2011,C-F,6-10,245,"March 21, 1975",,1
Daniel Ochefu,2017,2017,C,6-11,245,"December 15, 1993",Villanova,1
Greg Oden,2009,2014,C,7-0,250,"January 22, 1988",Ohio State,1
Lamar Odom,2000,2013,F,6-10,220,"November 6, 1979",Rhode Island,1
Bud Ogden,1970,1971,F,6-6,215,"December 29, 1946",Santa Clara,1
Ralph Ogden,1971,1971,F,6-5,205,"January 25, 1948",Santa Clara,1
Alan Ogg,1991,1993,C,7-2,240,"July 5, 1967",UAB,1
Don Ohl,1961,1970,G,6-3,190,"April 18, 1936",Illinois,1
Tim Ohlbrecht,2013,2013,C,6-11,255,"August 30, 1988",,1
Semi Ojeleye,2018,2022,F,6-6,240,"December 5, 1994","Duke, SMU",1
Emeka Okafor,2005,2018,C-F,6-10,252,"September 28, 1982",UConn,1
Jahlil Okafor,2016,2021,C-F,6-10,270,"December 15, 1995",Duke,0
Chuma Okeke,2021,2024,F,6-6,229,"August 18, 1998",Auburn,0
Elie Okobo,2019,2020,G,6-3,190,"October 23, 1997",,1
Josh Okogie,2019,2025,G,6-4,213,"September 1, 1998",Georgia Tech,0
Onyeka Okongwu,2021,2025,F,6-8,235,"December 11, 2000",USC,0
Isaac Okoro,2021,2025,G-F,6-5,225,"January 26, 2001",Auburn,0
KZ Okpala,2020,2023,F,6-8,215,"April 28, 1999",Stanford,0
Mehmet Okur,2003,2012,C-F,6-11,249,"May 26, 1979",,1
Victor Oladipo,2014,2023,G,6-3,213,"May 4, 1992",Indiana,0
Hakeem Olajuwon,1985,2002,C,7-0,255,"January 21, 1963",Houston,1
Mark Olberding,1976,1987,F,6-8,225,"April 21, 1956",Minnesota,1
Jawann Oldham,1981,1991,C,7-0,215,"July 4, 1957",Seattle University,1
John Oldham,1950,1951,G,6-3,175,"June 22, 1923",Western Kentucky,1
Frank Oleynick,1976,1977,G,6-2,185,"February 20, 1955",Seattle University,1
Quincy Olivari,2025,2025,G,6-3,198,"May 27, 2001","Rice University, Xavier",0
John Olive,1979,1980,F,6-7,210,"March 1, 1955",Villanova,1
Brian Oliver,1991,1998,G,6-4,210,"June 1, 1968",Georgia Tech,1
Cameron Oliver,2021,2022,F,6-8,239,"July 11, 1996",Nevada,0
Dean Oliver,2002,2003,G,5-11,180,"November 5, 1978",Iowa,1
Jimmy Oliver,1992,1999,G-F,6-5,205,"July 12, 1969",Purdue,1
Kevin Ollie,1998,2010,G,6-4,195,"December 27, 1972",UConn,1
Gene Ollrich,1950,1950,G,5-11,160,"June 30, 1922",Drake University,1
Michael Olowokandi,1999,2007,C,7-0,269,"April 3, 1975",University of the Pacific,1
Bud Olsen,1963,1970,F-C,6-8,220,"July 25, 1940",Louisville,1
Kelly Olynyk,2014,2025,C-F,6-11,240,"April 19, 1991",Gonzaga,0
Eugene Omoruyi,2022,2024,F,6-7,244,"February 14, 1997","Rutgers University, Oregon",0
Miye Oni,2020,2022,G,6-5,206,"August 4, 1997",Yale,0
Arinze Onuaku,2014,2017,C,6-9,255,"July 13, 1987",Syracuse,1
Chinanu Onuaku,2017,2018,F-C,6-10,245,"November 1, 1996",Louisville,1
Barry Orms,1969,1970,G,6-3,190,"May 1, 1946",Saint Louis,1
Johnny Orr,1950,1950,F,6-3,195,"June 10, 1927",Beloit College,1
Louis Orr,1981,1988,F,6-8,175,"May 7, 1958",Syracuse,1
José Ortiz,1989,1990,F,6-10,225,"October 25, 1963",Oregon State,1
Daniel Orton,2012,2014,C-F,6-10,255,"August 6, 1990",Kentucky,1
Chuck Osborne,1962,1962,F,6-6,210,"January 21, 1939",Western Kentucky,1
Cedi Osman,2018,2024,F,6-7,230,"April 8, 1995",,0
Wally Osterkorn,1952,1955,F-C,6-5,215,"July 6, 1928",Illinois,1
Greg Ostertag,1996,2006,C,7-2,280,"March 6, 1973",Kansas,1
Matt Othick,1993,1993,G,6-2,165,"March 16, 1969",Arizona,1
Don Otten,1950,1953,C,6-11,240,"April 18, 1921",Bowling Green,1
Mac Otten,1950,1950,F-C,6-7,220,"December 16, 1925",Bowling Green,1
Daniel Oturu,2021,2022,F-C,6-8,240,"September 20, 1999",Minnesota,0
Kelly Oubre Jr.,2016,2025,F,6-8,203,"December 9, 1995",Kansas,0
Bo Outlaw,1994,2008,F,6-8,210,"April 13, 1971","South Plains College, Houston",1
Travis Outlaw,2004,2014,F,6-9,210,"September 18, 1984",,1
Claude Overton,1953,1953,G,6-2,195,"December 16, 1927",East Central University,1
Doug Overton,1993,2004,G,6-3,190,"August 3, 1969",La Salle,1
Andre Owens,2006,2008,G,6-4,200,"October 31, 1980","Indiana, Houston",1
Billy Owens,1992,2001,F-G,6-8,220,"May 1, 1969",Syracuse,1
Chris Owens,2003,2003,F,6-7,245,"March 1, 1979","Tulane, Texas",1
Eddie Owens,1978,1978,F,6-7,210,"December 26, 1953",UNLV,1
Jim Owens,1974,1975,F,6-5,200,"May 1, 1950",Arizona State,1
Keith Owens,1992,1992,F,6-7,225,"May 31, 1969",UCLA,1
Larry Owens,2011,2012,F,6-7,210,"January 8, 1983",Oral Roberts,1
Red Owens,1950,1952,G-F,6-3,185,"September 2, 1925",Baylor,1
Tariq Owens,2020,2020,F,6-10,205,"June 30, 1995","Tennessee, St. John's, Texas Tech",1
Tom Owens,1972,1983,C-F,6-10,215,"June 28, 1949",South Carolina,1
Ray Owes,1997,1997,F,6-9,224,"December 11, 1972",Arizona,1
Olumide Oyedeji,2001,2003,C,6-10,240,"May 11, 1981",,1
Joe Pace,1977,1978,C,6-10,220,"December 18, 1953",Coppin State University,1
Zaza Pachulia,2004,2019,C,6-11,270,"February 10, 1984",,1
Robert Pack,1992,2004,G,6-2,180,"February 3, 1969",USC,1
Wayne Pack,1975,1975,G,6-0,165,"July 5, 1950",Tennessee Technological University,1
Gerald Paddio,1991,1994,F-G,6-7,205,"April 21, 1965",UNLV,1
Scott Padgett,2000,2007,F,6-9,240,"April 19, 1976",Kentucky,1
Dana Pagett,1972,1972,G,6-2,180,"March 29, 1949",USC,1
Jaysean Paige,2022,2022,G,6-3,205,"July 30, 1994","College of Southern Idaho, Moberly Area Community College, West Virginia",1
Marcus Paige,2018,2018,G,6-1,175,"September 11, 1993",UNC,1
Fred Paine,1949,1949,F,6-5,210,"December 7, 1925",Westminster College of Pennsylvania,1
Milt Palacio,2000,2006,G,6-3,195,"February 7, 1978","Midland College, Colorado State",1
Togo Palazzi,1955,1960,F-G,6-4,205,"August 8, 1932",Holy Cross,1
Bud Palmer,1947,1949,F-C,6-4,180,"September 14, 1921",Princeton,1
Errol Palmer,1968,1968,F,6-5,195,,DePaul,1
Jim Palmer,1959,1961,F-C,6-8,224,"June 8, 1933",Dayton,1
Trayvon Palmer,2022,2022,G,6-6,200,"November 13, 1994","North Dakota State College of Science, Chicago State",0
Walter Palmer,1991,1993,C-F,7-1,215,"October 23, 1968",Dartmouth College,1
Kevin Pangos,2022,2022,G,6-2,179,"January 26, 1993",Gonzaga,1
Andy Panko,2001,2001,F,6-9,222,"November 27, 1977",Lebanon Valley College,1
Georgios Papagiannis,2017,2018,C,7-1,240,"July 3, 1997",,1
Kostas Papanikolaou,2015,2016,F,6-8,225,"July 31, 1990",,1
Jannero Pargo,2003,2015,G,6-1,175,"October 22, 1979",Arkansas,1
Jeremy Pargo,2012,2020,G,6-2,219,"March 17, 1986",Gonzaga,0
Easy Parham,1949,1951,F-G,6-3,200,"December 27, 1921",Texas Wesleyan University,1
Robert Parish,1977,1997,C,7-1,230,"August 30, 1953",Centenary (LA),1
Med Park,1956,1960,G-F,6-2,205,"April 11, 1933",Missouri,1
Anthony Parker,1998,2012,G,6-6,215,"June 19, 1975",Bradley,1
Jabari Parker,2015,2022,F,6-8,245,"March 15, 1995",Duke,1
Smush Parker,2003,2008,G,6-4,190,"June 1, 1981",Fordham,1
Sonny Parker,1977,1982,F-G,6-6,200,"March 22, 1955",Texas A&M,1
Tony Parker,2002,2019,G,6-2,185,"May 17, 1982",,1
Barry Parkhill,1974,1976,G,6-4,185,"May 10, 1951",Virginia,1
Jack Parkinson,1950,1950,G,6-0,174,"March 4, 1924",Kentucky,1
Charley Parks,1969,1969,F,6-5,210,,Idaho State University,1
Cherokee Parks,1996,2004,C-F,6-11,235,"October 11, 1972",Duke,1
Rich Parks,1968,1968,F,6-7,235,"October 28, 1943",Saint Louis,1
Jack Parr,1959,1959,C,6-9,220,"March 13, 1936",Kansas State,1
Doyle Parrack,1947,1947,F-G,6-0,165,"December 6, 1921",Oklahoma State,1
Charlie Parsley,1950,1950,G,6-2,175,"October 13, 1925",Western Kentucky,1
Chandler Parsons,2012,2020,F,6-9,230,"October 25, 1988",Florida,1
Eric Paschall,2020,2022,F,6-6,255,"November 4, 1996","Fordham, Villanova",0
Anžejs Pasečņiks,2020,2021,C,7-1,229,"December 20, 1995",,1
Žarko Paspalj,1990,1990,F,6-9,215,"March 27, 1966",,1
Marty Passaglia,1947,1949,G,6-1,170,"April 22, 1919",Santa Clara,1
George Pastushok,1947,1947,G,6-1,195,"July 13, 1922",St. John's,1
Myles Patrick,1981,1981,F,6-8,220,"November 19, 1954",Auburn,1
Stan Patrick,1950,1950,F-G,6-2,185,"May 5, 1922",Illinois,1
Andrae Patterson,1999,2000,F,6-9,238,"November 12, 1975",Indiana,1
George Patterson,1968,1968,C-F,6-8,230,"November 26, 1939",Toledo,1
Lamar Patterson,2016,2017,G-F,6-5,225,"August 12, 1991",Pitt,1
Patrick Patterson,2011,2021,F,6-8,235,"March 14, 1989",Kentucky,1
Ruben Patterson,1999,2008,F,6-5,224,"July 31, 1975",Cincinnati,1
Steve Patterson,1972,1976,C,6-9,225,"June 24, 1948",UCLA,1
Tom Patterson,1973,1974,F,6-6,220,"October 15, 1948",Ouachita Baptist University,1
Worthy Patterson,1958,1958,G,6-2,175,"June 17, 1931",UConn,1
Justin Patton,2018,2021,C,6-11,241,"June 14, 1997",Creighton,1
Brandon Paul,2018,2018,G,6-4,200,"April 30, 1991",Illinois,1
Chris Paul,2006,2025,G,6-0,175,"May 6, 1985",Wake Forest,0
Charlie Paulk,1969,1972,F-C,6-8,219,"June 14, 1946",Northeastern State University,1
Jerry Paulson,1958,1958,G,6-2,185,"July 21, 1935",Manhattan College,1
Billy Paultz,1971,1985,C-F,6-11,235,"July 30, 1948","Cameron University, St. John's",1
Sasha Pavlović,2004,2013,G-F,6-8,220,"November 15, 1983",,1
Jim Paxson,1957,1958,F-G,6-6,200,"December 19, 1932",Dayton,1
Jim Paxson,1980,1990,G-F,6-6,200,"July 9, 1957",Dayton,1
John Paxson,1984,1994,G,6-2,185,"September 29, 1960",Notre Dame,1
Johnny Payak,1950,1953,G-F,6-4,174,"November 20, 1926",Bowling Green,1
Adreian Payne,2015,2018,F-C,6-10,237,"February 19, 1991",Michigan State,1
Cameron Payne,2016,2025,G,6-3,183,"August 8, 1994",Murray State,0
Kenny Payne,1990,1993,F-G,6-8,195,"November 25, 1966",Louisville,1
Tom Payne,1972,1972,C,7-2,240,"November 19, 1950",Kentucky,1
Elfrid Payton,2015,2025,G,6-3,195,"February 22, 1994",Louisiana,0
Gary Payton,1991,2007,G,6-4,180,"July 23, 1968",Oregon State,1
Gary Payton II,2017,2025,G,6-2,190,"December 1, 1992",Oregon State,0
Mel Payton,1952,1953,F-G,6-4,185,"July 16, 1926",Tulane,1
George Pearcy,1947,1947,G,6-1,165,"July 2, 1919",Indiana State University,1
Henry Pearcy,1947,1947,G,6-1,170,"July 21, 1922",Indiana State University,1
Oleksiy Pecherov,2008,2010,C,7-0,232,"December 8, 1985",,1
Wiley Peck,1980,1980,G,6-7,220,"September 15, 1957",Mississippi State,1
Rich Peek,1968,1968,C,6-11,230,"October 28, 1943","Florida, Louisiana Tech",1
Anthony Peeler,1993,2005,G,6-4,208,"November 25, 1969",Missouri,1
George Peeples,1968,1973,C-F,6-7,190,"October 30, 1943",Iowa,1
Nikola Peković,2011,2016,C,6-11,307,"January 3, 1986",,1
Jake Pelkington,1949,1949,C-F,6-6,220,"January 3, 1916",Manhattan College,1
Norvel Pelle,2020,2022,F-C,6-10,231,"February 3, 1993",,0
Sam Pellom,1980,1983,F-C,6-9,225,"October 2, 1951",Buffalo,1
Mike Penberthy,2001,2002,G,6-3,185,"November 29, 1974",Master's College,1
Jerry Pender,1974,1974,G,6-2,185,"February 12, 1950","Merced College, Fresno State",1
Desmond Penigar,2004,2004,F,6-7,245,"July 16, 1981",Utah State University,1
Kirk Penney,2004,2005,G,6-5,220,"November 23, 1980",Wisconsin,1
Mike Peplowski,1994,1996,C,6-10,270,"October 15, 1970",Michigan State,1
Will Perdue,1989,2001,C,7-0,240,"August 29, 1965",Vanderbilt,1
Mãozinha Pereira,2024,2024,F,6-8,177,"August 28, 2000",,0
Kendrick Perkins,2004,2018,C,6-10,270,"November 10, 1984",,1
Sam Perkins,1985,2001,F-C,6-9,235,"June 14, 1961",UNC,1
Warren Perkins,1950,1951,G-F,6-3,190,"February 2, 1922",Tulane,1
Kosta Perović,2008,2008,C,7-2,240,"February 19, 1985",,1
London Perrantes,2018,2018,G,6-2,200,"October 3, 1994",Virginia,1
Aulcie Perry,1975,1975,C,6-10,210,"July 3, 1950",Bethune-Cookman College,1
Curtis Perry,1971,1978,F,6-7,220,"September 13, 1948",Missouri State,1
Elliot Perry,1992,2002,G,6-0,150,"March 28, 1969",Memphis,1
Reggie Perry,2021,2022,F-C,6-8,250,"March 21, 2000",Mississippi State,0
Ron Perry,1968,1970,G,6-3,190,"December 29, 1943",Virginia Tech,1
Tim Perry,1989,1996,F-C,6-9,200,"June 4, 1965",Temple,1
Chuck Person,1987,2000,F,6-8,220,"June 27, 1964",Auburn,1
Wesley Person,1995,2005,G,6-6,195,"March 28, 1971",Auburn,1
Alec Peters,2018,2018,F,6-9,232,"April 13, 1995",Valparaiso,1
Jim Petersen,1985,1992,F-C,6-10,235,"February 22, 1962",Minnesota,1
Loy Petersen,1969,1970,G,6-5,205,"July 26, 1945",Oregon State,1
Bob Peterson,1954,1956,F,6-5,210,"January 25, 1932",Oregon,1
Drew Peterson,2024,2025,G,6-9,205,"November 9, 1999","Rice University, USC",0
Ed Peterson,1950,1951,C,6-9,220,"June 27, 1924",Cornell,1
Mel Peterson,1964,1970,G-F,6-4,185,"March 23, 1938",Wheaton College,1
Morris Peterson,2001,2011,F,6-7,218,"August 26, 1977",Michigan State,1
Geoff Petrie,1971,1976,G,6-4,190,"April 17, 1948",Princeton,1
Johan Petro,2006,2013,C,7-0,247,"January 27, 1986",,1
Dražen Petrović,1990,1993,G,6-5,195,"October 22, 1964",,1
Filip Petrušev,2024,2024,F-C,6-11,234,"April 15, 2000",Gonzaga,0
Richard Petruška,1994,1994,C-F,6-10,260,"January 25, 1969","Loyola Marymount, UCLA",1
Bob Pettit,1955,1965,F-C,6-9,205,"December 12, 1932",LSU,1
Jerry Pettway,1968,1969,G-F,6-3,185,"February 13, 1944",Northwood University,1
Roger Phegley,1979,1984,G-F,6-6,205,"October 16, 1956",Bradley,1
Jack Phelan,1950,1950,F,6-5,195,"November 6, 1925",DePaul,1
Jim Phelan,1954,1954,G,6-1,175,"March 19, 1929",La Salle,1
Derrick Phelps,1995,1995,G,6-4,181,"July 31, 1972",UNC,1
Michael Phelps,1986,1988,G,6-4,180,"October 3, 1961",Alcorn State,1
