Player,#,Pos,Height,Weight,Birthdate,Age,Exp,School,How Acquired,Team Name,Player Link,Season
Deandre Ayton,#2,C,7-0,247 lbs,"JUL 23, 1998",25,5,Arizona,Traded from PHX on 09/27/23,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629028/,2023-24
Matisse Thybulle,#4,G-F,6-5,201 lbs,"MAR 04, 1997",27,4,Washington,Traded from PHI on 02/09/23,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629680/,2023-24
Dalano Banton,#5,F,6-8,204 lbs,"NOV 07, 1999",24,2,Nebraska,Traded from BOS on 02/08/24,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1630625/,2023-24
Kris Murray,#8,F,6-8,210 lbs,"AUG 19, 2000",23,R,Iowa,#23 Pick in 2023 Draft,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1631200/,2023-24
Jerami Grant,#9,F,6-7,210 lbs,"MAR 12, 1994",30,9,Syracuse,Traded from DET on 07/06/22,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/203924/,2023-24
Moses Brown,#10,C,7-2,258 lbs,"OCT 13, 1999",24,4,UCLA,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629650/,2023-24
Malcolm Brogdon,#11,G,6-4,229 lbs,"DEC 11, 1992",31,7,Virginia,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1627763/,2023-24
Shaedon Sharpe,#17,G,6-5,205 lbs,"MAY 30, 2003",21,1,Kentucky,#7 Pick in 2022 Draft,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1631101/,2023-24
Ashton Hagans,#19,G-F,6-3,190 lbs,"JUL 08, 1999",24,1,Kentucky,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1630204/,2023-24
Justin Minaya,#24,F,6-5,205 lbs,"MAR 26, 1999",25,1,Providence,Signed on 04/04/23,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1631303/,2023-24
Duop Reath,#26,C,6-9,245 lbs,"JUN 26, 1996",28,R,Louisiana State,Signed on 10/02/23,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1641871/,2023-24
Toumani Camara,#33,F,6-7,226 lbs,"MAY 08, 2000",24,R,Dayton,Traded from PHX on 09/27/23,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1641739/,2023-24
Jabari Walker,#34,F,6-7,227 lbs,"JUL 30, 2002",21,1,Colorado,#57 Pick in 2022 Draft,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1631133/,2023-24
Robert Williams III,#35,C-F,6-9,249 lbs,"OCT 17, 1997",26,5,Texas A&M,Traded from BOS on 10/01/23,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629057/,2023-24
Ibou Badji,#41,C,7-0,240 lbs,"OCT 13, 2002",21,R,FC Barcelona,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1630641/,2023-24
Rayan Rupert,#72,G-F,6-6,185 lbs,"MAY 31, 2004",20,R,New Zealand Breakers,#43 Pick in 2023 Draft,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1641712/,2023-24
Damian Lillard,#0,G,6-2,195 lbs,"JUL 15, 1990",32,10,Weber State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/203081/,2022-23
Anfernee Simons,#1,G,6-3,181 lbs,"JUN 08, 1999",24,4,Edgewater HS (FL),#24 Pick in 2018 Draft,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629014/,2022-23
Trendon Watford,#2,F,6-8,237 lbs,"NOV 09, 2000",22,1,Louisiana State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1630570/,2022-23
Matisse Thybulle,#4,G-F,6-5,201 lbs,"MAR 04, 1997",26,3,Washington,Traded from PHI on 02/09/23,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629680/,2022-23
Cam Reddish,#5,F-G,6-7,217 lbs,"SEP 01, 1999",23,3,Duke,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629629/,2022-23
Keon Johnson,#6,G,6-3,185 lbs,"MAR 10, 2002",21,1,Tennessee,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1630553/,2022-23
Jerami Grant,#9,F,6-8,210 lbs,"MAR 12, 1994",29,8,Syracuse,Traded from DET on 07/06/22,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/203924/,2022-23
Nassir Little,#10,F-G,6-5,220 lbs,"FEB 11, 2000",23,3,North Carolina,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629642/,2022-23
Kevin Knox II,#11,F,6-7,215 lbs,"AUG 11, 1999",23,4,Kentucky,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1628995/,2022-23
Shaedon Sharpe,#17,G,6-5,200 lbs,"MAY 30, 2003",20,R,Kentucky,#7 Pick in 2022 Draft,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1631101/,2022-23
John Butler Jr.,#21,F,7-0,190 lbs,"DEC 04, 2002",20,R,Florida State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1631219/,2022-23
Drew Eubanks,#24,F-C,6-10,245 lbs,"FEB 01, 1997",26,4,Oregon State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629234/,2022-23
Justise Winslow,#26,F-G,6-6,222 lbs,"MAR 26, 1996",27,7,Duke,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1626159/,2022-23
Jusuf Nurkić,#27,C,7-0,290 lbs,"AUG 23, 1994",28,8,Cedevita,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/203994/,2022-23
Jabari Walker,#34,F,6-7,200 lbs,"JUL 30, 2002",20,R,Colorado,#57 Pick in 2022 Draft,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1631133/,2022-23
Ibou Badji,#41,C,7-1,240 lbs,"OCT 13, 2002",20,R,FC Barcelona,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1630641/,2022-23
Nate Williams,#49,G,6-5,205 lbs,"FEB 12, 1999",24,R,Buffalo,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1631466/,2022-23
Damian Lillard,#0,G,6-2,195 lbs,"JUL 15, 1990",31,9,Weber State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/203081/,2021-22
Drew Eubanks,#24,F-C,6-10,245 lbs,"FEB 01, 1997",25,3,Oregon State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629234/,2021-22
Joe Ingles,#00,F-G,6-8,220 lbs,"OCT 02, 1987",34,7,Maccabi Tel Aviv,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/204060/,2021-22
Anfernee Simons,#1,G,6-3,181 lbs,"JUN 08, 1999",23,3,Edgewater HS (FL),#24 Pick in 2018 Draft,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629014/,2021-22
Trendon Watford,#2,F,6-8,237 lbs,"NOV 09, 2000",21,R,Louisiana State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1630570/,2021-22
Greg Brown III,#4,F,6-7,206 lbs,"SEP 01, 2001",20,R,Texas,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1630535/,2021-22
Eric Bledsoe,#5,G,6-1,214 lbs,"DEC 09, 1989",32,11,Kentucky,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/202339/,2021-22
Keon Johnson,#6,G,6-4,185 lbs,"MAR 10, 2002",20,R,Tennessee,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1630553/,2021-22
Brandon Williams,#8,G,6-2,190 lbs,"NOV 22, 1999",22,R,Arizona,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1630314/,2021-22
Nassir Little,#9,F-G,6-5,220 lbs,"FEB 11, 2000",22,2,North Carolina,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629642/,2021-22
Josh Hart,#11,G,6-5,215 lbs,"MAR 06, 1995",27,4,Villanova,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1628404/,2021-22
CJ Elleby,#16,F-G,6-6,200 lbs,"JUN 16, 2000",22,1,Washington State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629604/,2021-22
Elijah Hughes,#19,G,6-5,215 lbs,"MAR 10, 1998",24,1,Syracuse,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1630190/,2021-22
Keljin Blevins,#21,G,6-4,200 lbs,"NOV 24, 1995",26,1,Montana State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629833/,2021-22
Ben McLemore,#23,G,6-3,195 lbs,"FEB 11, 1993",29,8,Kansas,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/203463/,2021-22
Justise Winslow,#26,F-G,6-6,222 lbs,"MAR 26, 1996",26,6,Duke,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1626159/,2021-22
Jusuf Nurkić,#27,C,6-11,290 lbs,"AUG 23, 1994",27,7,Cedevita,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/203994/,2021-22
Didi Louzada,#35,G,6-5,188 lbs,"JUL 02, 1999",22,1,Sydney,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629712/,2021-22
Damian Lillard,#0,G,6-2,195 lbs,"JUL 15, 1990",30,8,Weber State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/203081/,2020-21
Carmelo Anthony,#00,F,6-7,238 lbs,"MAY 29, 1984",37,17,Syracuse,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/2546/,2020-21
Anfernee Simons,#1,G,6-3,181 lbs,"JUN 08, 1999",22,2,Edgewater HS (FL),#24 Pick in 2018 Draft,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629014/,2020-21
Rondae Hollis-Jefferson,#2,F,6-6,217 lbs,"JAN 03, 1995",26,5,Arizona,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1626178/,2020-21
CJ McCollum,#3,G,6-3,190 lbs,"SEP 19, 1991",29,7,Lehigh,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/203468/,2020-21
Harry Giles III,#4,F-C,6-11,240 lbs,"APR 22, 1998",23,2,Duke,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1628385/,2020-21
Derrick Jones Jr.,#5,F,6-5,210 lbs,"FEB 15, 1997",24,4,UNLV,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1627884/,2020-21
Nassir Little,#9,F-G,6-5,220 lbs,"FEB 11, 2000",21,1,North Carolina,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629642/,2020-21
Enes Freedom,#11,C,6-10,250 lbs,"MAY 20, 1992",29,9,Fenerbahce,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/202683/,2020-21
CJ Elleby,#16,F-G,6-6,200 lbs,"JUN 16, 2000",21,R,Washington State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629604/,2020-21
T.J. Leaf,#18,F,6-10,222 lbs,"APR 30, 1997",24,3,UCLA,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1628388/,2020-21
Keljin Blevins,#21,G,6-4,200 lbs,"NOV 24, 1995",25,R,Montana State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1629833/,2020-21
Robert Covington,#23,F,6-7,209 lbs,"DEC 14, 1990",30,7,Tennessee State,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/203496/,2020-21
Norman Powell,#24,G,6-3,215 lbs,"MAY 25, 1993",28,5,UCLA,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1626181/,2020-21
Jusuf Nurkić,#27,C,6-11,290 lbs,"AUG 23, 1994",26,6,Cedevita,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/203994/,2020-21
Zach Collins,#33,F-C,6-11,250 lbs,"NOV 19, 1997",23,3,Gonzaga,,PORTLAND TRAIL BLAZERS,https://www.nba.com/stats/player/1628380/,2020-21
Jordan Clarkson,#00,G,6-3,194 lbs,"JUN 07, 1992",32,10,Missouri,Traded from CLE on 12/23/19,UTAH JAZZ,https://www.nba.com/stats/player/203903/,2024-25
Taylor Hendricks,#0,F,6-9,215 lbs,"NOV 22, 2003",21,1,Central Florida,#9 Pick in 2023 Draft,UTAH JAZZ,https://www.nba.com/stats/player/1641707/,2024-25
Collin Sexton,#2,G,6-3,190 lbs,"JAN 04, 1999",25,6,Alabama,Traded from CLE on 09/03/22,UTAH JAZZ,https://www.nba.com/stats/player/1629012/,2024-25
Keyonte George,#3,G,6-4,185 lbs,"NOV 08, 2003",21,1,Baylor,#16 Pick in 2023 Draft,UTAH JAZZ,https://www.nba.com/stats/player/1641718/,2024-25
Cody Williams,#5,F,6-7,190 lbs,"NOV 20, 2004",20,R,Colorado,#10 Pick in 2024 Draft,UTAH JAZZ,https://www.nba.com/stats/player/1642262/,2024-25
Patty Mills,#8,G,6-2,180 lbs,"AUG 11, 1988",36,15,St. Mary's,Signed on 09/05/24,UTAH JAZZ,https://www.nba.com/stats/player/201988/,2024-25
Isaiah Collier,#13,G,6-3,210 lbs,"OCT 08, 2004",20,R,Southern California,#29 Pick in 2024 Draft,UTAH JAZZ,https://www.nba.com/stats/player/1642268/,2024-25
Drew Eubanks,#15,F-C,6-10,245 lbs,"FEB 01, 1997",27,6,Oregon State,Signed on 08/10/24,UTAH JAZZ,https://www.nba.com/stats/player/1629234/,2024-25
David Jones Garcia,#18,F,6-6,210 lbs,"NOV 24, 2001",23,R,Memphis,Signed on 11/22/24,UTAH JAZZ,https://www.nba.com/stats/player/1642357/,2024-25
Svi Mykhailiuk,#19,G-F,6-7,205 lbs,"JUN 10, 1997",27,6,Kansas,Signed on 08/10/24,UTAH JAZZ,https://www.nba.com/stats/player/1629004/,2024-25
John Collins,#20,F-C,6-9,226 lbs,"SEP 23, 1997",27,7,Wake Forest,Traded from ATL on 07/07/23,UTAH JAZZ,https://www.nba.com/stats/player/1628381/,2024-25
Kyle Filipowski,#22,C,6-11,250 lbs,"NOV 07, 2003",21,R,Duke,#32 Pick in 2024 Draft,UTAH JAZZ,https://www.nba.com/stats/player/1642271/,2024-25
Lauri Markkanen,#23,F-C,7-0,240 lbs,"MAY 22, 1997",27,7,Arizona,Traded from CLE on 09/03/22,UTAH JAZZ,https://www.nba.com/stats/player/1628374/,2024-25
Walker Kessler,#24,C,7-0,245 lbs,"JUL 26, 2001",23,2,Auburn,Draft Rights Traded from MIN on 07/06/22,UTAH JAZZ,https://www.nba.com/stats/player/1631117/,2024-25
Micah Potter,#25,C,6-9,248 lbs,"APR 06, 1998",26,3,Wisconsin,Signed on 10/12/22,UTAH JAZZ,https://www.nba.com/stats/player/1630695/,2024-25
Brice Sensabaugh,#28,F,6-5,235 lbs,"OCT 30, 2003",21,1,Ohio State,#28 Pick in 2023 Draft,UTAH JAZZ,https://www.nba.com/stats/player/1641729/,2024-25
Johnny Juzang,#33,G,6-5,209 lbs,"MAR 17, 2001",23,2,UCLA,Signed on 07/15/22,UTAH JAZZ,https://www.nba.com/stats/player/1630548/,2024-25
Oscar Tshiebwe,#34,F-C,6-8,255 lbs,"NOV 27, 1999",25,1,Kentucky,Signed on 08/12/24,UTAH JAZZ,https://www.nba.com/stats/player/1631131/,2024-25
Jordan Clarkson,#00,G,6-3,194 lbs,"JUN 07, 1992",32,9,Missouri,Traded from CLE on 12/23/19,UTAH JAZZ,https://www.nba.com/stats/player/203903/,2023-24
Taylor Hendricks,#0,F,6-9,215 lbs,"NOV 22, 2003",20,R,Central Florida,#9 Pick in 2023 Draft,UTAH JAZZ,https://www.nba.com/stats/player/1641707/,2023-24
Collin Sexton,#2,G,6-3,190 lbs,"JAN 04, 1999",25,5,Alabama,Traded from CLE on 09/03/22,UTAH JAZZ,https://www.nba.com/stats/player/1629012/,2023-24
Keyonte George,#3,G,6-4,185 lbs,"NOV 08, 2003",20,R,Baylor,#16 Pick in 2023 Draft,UTAH JAZZ,https://www.nba.com/stats/player/1641718/,2023-24
Talen Horton-Tucker,#5,G,6-4,234 lbs,"NOV 25, 2000",23,4,Iowa State,,UTAH JAZZ,https://www.nba.com/stats/player/1629659/,2023-24
Brice Sensabaugh,#8,F,6-5,235 lbs,"OCT 30, 2003",20,R,Ohio State,#28 Pick in 2023 Draft,UTAH JAZZ,https://www.nba.com/stats/player/1641729/,2023-24
Jason Preston,#10,G,6-3,181 lbs,"AUG 10, 1999",24,1,Ohio,,UTAH JAZZ,https://www.nba.com/stats/player/1630554/,2023-24
Kris Dunn,#11,G,6-3,205 lbs,"MAR 18, 1994",30,7,Providence,,UTAH JAZZ,https://www.nba.com/stats/player/1627739/,2023-24
Kira Lewis Jr.,#13,G,6-1,170 lbs,"APR 06, 2001",23,3,Alabama,,UTAH JAZZ,https://www.nba.com/stats/player/1630184/,2023-24
Luka Samanic,#19,F,6-10,227 lbs,"JAN 09, 2000",24,3,Union Olimpija,,UTAH JAZZ,https://www.nba.com/stats/player/1629677/,2023-24
John Collins,#20,F-C,6-9,226 lbs,"SEP 23, 1997",26,6,Wake Forest,Traded from ATL on 07/07/23,UTAH JAZZ,https://www.nba.com/stats/player/1628381/,2023-24
Lauri Markkanen,#23,F-C,7-0,240 lbs,"MAY 22, 1997",27,6,Arizona,Traded from CLE on 09/03/22,UTAH JAZZ,https://www.nba.com/stats/player/1628374/,2023-24
Walker Kessler,#24,C,7-0,245 lbs,"JUL 26, 2001",22,1,Auburn,Draft Rights Traded from MIN on 07/06/22,UTAH JAZZ,https://www.nba.com/stats/player/1631117/,2023-24
Micah Potter,#25,C,6-9,248 lbs,"APR 06, 1998",26,2,Wisconsin,Signed on 10/12/22,UTAH JAZZ,https://www.nba.com/stats/player/1630695/,2023-24
Darius Bazley,#26,F,6-9,216 lbs,"JUN 12, 2000",24,4,Princeton HS (OH),,UTAH JAZZ,https://www.nba.com/stats/player/1629647/,2023-24
Johnny Juzang,#33,G,6-5,209 lbs,"MAR 17, 2001",23,1,UCLA,Signed on 07/15/22,UTAH JAZZ,https://www.nba.com/stats/player/1630548/,2023-24
Kenneth Lofton Jr.,#35,F,6-6,275 lbs,"AUG 14, 2002",21,1,Louisiana Tech,,UTAH JAZZ,https://www.nba.com/stats/player/1631254/,2023-24
Omer Yurtseven,#77,C,6-11,275 lbs,"JUN 19, 1998",26,2,Georgetown,,UTAH JAZZ,https://www.nba.com/stats/player/1630209/,2023-24
Talen Horton-Tucker,#0,G,6-4,234 lbs,"NOV 25, 2000",22,3,Iowa State,,UTAH JAZZ,https://www.nba.com/stats/player/1629659/,2022-23
Jordan Clarkson,#00,G,6-5,194 lbs,"JUN 07, 1992",31,8,Missouri,Traded from CLE on 12/23/19,UTAH JAZZ,https://www.nba.com/stats/player/203903/,2022-23
Collin Sexton,#2,G,6-2,190 lbs,"JAN 04, 1999",24,4,Alabama,Traded from CLE on 09/03/22,UTAH JAZZ,https://www.nba.com/stats/player/1629012/,2022-23
Kris Dunn,#11,G,6-3,205 lbs,"MAR 18, 1994",29,6,Providence,,UTAH JAZZ,https://www.nba.com/stats/player/1627739/,2022-23
Vernon Carey Jr.,#13,C,6-10,270 lbs,"FEB 25, 2001",22,2,Duke,,UTAH JAZZ,https://www.nba.com/stats/player/1630176/,2022-23
Damian Jones,#15,C,6-11,245 lbs,"JUN 30, 1995",28,6,Vanderbilt,,UTAH JAZZ,https://www.nba.com/stats/player/1627745/,2022-23
Simone Fontecchio,#16,F,6-7,209 lbs,"DEC 09, 1995",27,R,Baskonia,,UTAH JAZZ,https://www.nba.com/stats/player/1631323/,2022-23
Luka Samanic,#19,F,6-10,227 lbs,"JAN 09, 2000",23,2,Union Olimpija,,UTAH JAZZ,https://www.nba.com/stats/player/1629677/,2022-23
Udoka Azubuike,#20,C-F,6-11,270 lbs,"SEP 17, 1999",23,2,Kansas,,UTAH JAZZ,https://www.nba.com/stats/player/1628962/,2022-23
Rudy Gay,#22,F-G,6-8,250 lbs,"AUG 17, 1986",36,16,Connecticut,,UTAH JAZZ,https://www.nba.com/stats/player/200752/,2022-23
Lauri Markkanen,#23,F-C,7-0,240 lbs,"MAY 22, 1997",26,5,Arizona,Traded from CLE on 09/03/22,UTAH JAZZ,https://www.nba.com/stats/player/1628374/,2022-23
Walker Kessler,#24,C,7-0,245 lbs,"JUL 26, 2001",21,R,Auburn,Draft Rights Traded from MIN on 07/06/22,UTAH JAZZ,https://www.nba.com/stats/player/1631117/,2022-23
Micah Potter,#25,C,6-8,248 lbs,"APR 06, 1998",25,1,Wisconsin,Signed on 10/12/22,UTAH JAZZ,https://www.nba.com/stats/player/1630695/,2022-23
Ochai Agbaji,#30,G,6-5,215 lbs,"APR 20, 2000",23,R,Kansas,,UTAH JAZZ,https://www.nba.com/stats/player/1630534/,2022-23
Johnny Juzang,#33,G,6-6,209 lbs,"MAR 17, 2001",22,R,UCLA,Signed on 07/15/22,UTAH JAZZ,https://www.nba.com/stats/player/1630548/,2022-23
Kelly Olynyk,#41,F-C,6-11,240 lbs,"APR 19, 1991",32,9,Gonzaga,,UTAH JAZZ,https://www.nba.com/stats/player/203482/,2022-23
Juan Toscano-Anderson,#95,F,6-6,209 lbs,"APR 10, 1993",30,3,Marquette,,UTAH JAZZ,https://www.nba.com/stats/player/1629308/,2022-23
Jordan Clarkson,#00,G,6-4,194 lbs,"JUN 07, 1992",30,7,Missouri,Traded from CLE on 12/23/19,UTAH JAZZ,https://www.nba.com/stats/player/203903/,2021-22
Eric Paschall,#0,F,6-6,255 lbs,"NOV 04, 1996",25,2,Villanova,,UTAH JAZZ,https://www.nba.com/stats/player/1629672/,2021-22
Trent Forrest,#3,G,6-4,210 lbs,"JUN 12, 1998",24,1,Florida State,,UTAH JAZZ,https://www.nba.com/stats/player/1630235/,2021-22
Nickeil Alexander-Walker,#6,G,6-5,205 lbs,"SEP 02, 1998",23,2,Virginia Tech,,UTAH JAZZ,https://www.nba.com/stats/player/1629638/,2021-22
Rudy Gay,#8,F-G,6-8,250 lbs,"AUG 17, 1986",35,15,Connecticut,,UTAH JAZZ,https://www.nba.com/stats/player/200752/,2021-22
Mike Conley,#11,G,6-1,175 lbs,"OCT 11, 1987",34,14,Ohio State,,UTAH JAZZ,https://www.nba.com/stats/player/201144/,2021-22
Jared Butler,#13,G,6-3,193 lbs,"AUG 25, 2000",21,R,Baylor,,UTAH JAZZ,https://www.nba.com/stats/player/1630215/,2021-22
Xavier Sneed,#19,F,6-5,215 lbs,"DEC 21, 1997",24,R,Kansas State,,UTAH JAZZ,https://www.nba.com/stats/player/1630270/,2021-22
Udoka Azubuike,#20,C-F,7-0,270 lbs,"SEP 17, 1999",22,1,Kansas,,UTAH JAZZ,https://www.nba.com/stats/player/1628962/,2021-22
Hassan Whiteside,#21,C,7-0,265 lbs,"JUN 13, 1989",33,9,Marshall,,UTAH JAZZ,https://www.nba.com/stats/player/202355/,2021-22
Royce O'Neale,#23,F,6-5,226 lbs,"JUN 05, 1993",29,4,Baylor,,UTAH JAZZ,https://www.nba.com/stats/player/1626220/,2021-22
Danuel House Jr.,#25,F-G,6-6,220 lbs,"JUN 07, 1993",29,5,Texas A&M,,UTAH JAZZ,https://www.nba.com/stats/player/1627863/,2021-22
Rudy Gobert,#27,C,7-1,258 lbs,"JUN 26, 1992",30,8,Cholet,,UTAH JAZZ,https://www.nba.com/stats/player/203497/,2021-22
Juancho Hernangomez,#41,F,6-9,214 lbs,"SEP 28, 1995",26,5,Estudiantes,,UTAH JAZZ,https://www.nba.com/stats/player/1627823/,2021-22
Bojan Bogdanović,#44,F,6-7,226 lbs,"APR 18, 1989",33,7,Fenerbahce,,UTAH JAZZ,https://www.nba.com/stats/player/202711/,2021-22
Donovan Mitchell,#45,G,6-1,215 lbs,"SEP 07, 1996",25,4,Louisville,,UTAH JAZZ,https://www.nba.com/stats/player/1628378/,2021-22
Jordan Clarkson,#00,G,6-4,194 lbs,"JUN 07, 1992",29,6,Missouri,Traded from CLE on 12/23/19,UTAH JAZZ,https://www.nba.com/stats/player/203903/,2020-21
Joe Ingles,#2,F-G,6-8,220 lbs,"OCT 02, 1987",33,6,Maccabi Tel Aviv,,UTAH JAZZ,https://www.nba.com/stats/player/204060/,2020-21
Trent Forrest,#3,G,6-4,210 lbs,"JUN 12, 1998",23,R,Florida State,,UTAH JAZZ,https://www.nba.com/stats/player/1630235/,2020-21
Jarrell Brantley,#5,F,6-5,250 lbs,"JUN 07, 1996",25,1,College of Charleston,,UTAH JAZZ,https://www.nba.com/stats/player/1629714/,2020-21
Mike Conley,#10,G,6-1,175 lbs,"OCT 11, 1987",33,13,Ohio State,,UTAH JAZZ,https://www.nba.com/stats/player/201144/,2020-21
Derrick Favors,#15,F,6-9,265 lbs,"JUL 15, 1991",29,10,Georgia Tech,,UTAH JAZZ,https://www.nba.com/stats/player/202324/,2020-21
Juwan Morgan,#16,F,6-7,232 lbs,"APR 17, 1997",24,1,Indiana,,UTAH JAZZ,https://www.nba.com/stats/player/1629752/,2020-21
Udoka Azubuike,#20,C-F,6-10,280 lbs,"SEP 17, 1999",21,R,Kansas,,UTAH JAZZ,https://www.nba.com/stats/player/1628962/,2020-21
Matt Thomas,#21,G,6-4,190 lbs,"AUG 04, 1994",26,1,Iowa State,,UTAH JAZZ,https://www.nba.com/stats/player/1629744/,2020-21
Royce O'Neale,#23,F,6-4,226 lbs,"JUN 05, 1993",28,3,Baylor,,UTAH JAZZ,https://www.nba.com/stats/player/1626220/,2020-21
Rudy Gobert,#27,C,7-1,258 lbs,"JUN 26, 1992",29,7,Cholet,,UTAH JAZZ,https://www.nba.com/stats/player/203497/,2020-21
Georges Niang,#31,F,6-7,230 lbs,"JUN 17, 1993",28,4,Iowa State,,UTAH JAZZ,https://www.nba.com/stats/player/1627777/,2020-21
Elijah Hughes,#33,G,6-5,215 lbs,"MAR 10, 1998",23,R,Syracuse,,UTAH JAZZ,https://www.nba.com/stats/player/1630190/,2020-21
Bojan Bogdanović,#44,F,6-7,226 lbs,"APR 18, 1989",32,6,Fenerbahce,,UTAH JAZZ,https://www.nba.com/stats/player/202711/,2020-21
Donovan Mitchell,#45,G,6-1,215 lbs,"SEP 07, 1996",24,3,Louisville,,UTAH JAZZ,https://www.nba.com/stats/player/1628378/,2020-21
Ersan Ilyasova,#77,F,6-9,235 lbs,"MAY 15, 1987",34,12,FC Barcelona,,UTAH JAZZ,https://www.nba.com/stats/player/101141/,2020-21
Miye Oni,#81,G-F,6-5,206 lbs,"AUG 04, 1997",23,1,Yale,,UTAH JAZZ,https://www.nba.com/stats/player/1629671/,2020-21
Gary Payton II,#0,G,6-2,195 lbs,"DEC 01, 1992",32,8,Oregon State,Traded from POR on 02/09/23,GOLDEN STATE WARRIORS,https://www.nba.com/stats/player/1627780/,2024-25
Jonathan Kuminga,#00,F,6-7,225 lbs,"OCT 06, 2002",22,3,NBA G League Ignite,#7 Pick in 2021 Draft,GOLDEN STATE WARRIORS,https://www.nba.com/stats/player/1630228/,2024-25
Kyle Anderson,#1,F-G,6-9,230 lbs,"SEP 20, 1993",31,10,UCLA,Traded from MIN on 07/06/24,GOLDEN STATE WARRIORS,https://www.nba.com/stats/player/203937/,2024-25
Brandin Podziemski,#2,G,6-4,205 lbs,"FEB 25, 2003",21,1,Santa Clara,#19 Pick in 2023 Draft,GOLDEN STATE WARRIORS,https://www.nba.com/stats/player/1641764/,2024-25
